customer_id,transaction_date,amount
CUST_00016,2023-03-06,1008.32
CUST_00016,2023-04-19,690.31
CUST_00016,2023-05-16,1270.74
CUST_00016,2023-07-06,1232.45
CUST_00017,2022-10-08,1438.39
CUST_00017,2022-10-25,1330.99
CUST_00017,2022-12-08,1235.89
CUST_00018,2022-03-11,1481.34
CUST_00018,2022-04-27,1067.4
CUST_00018,2022-06-02,1141.07
CUST_00018,2022-07-19,1335.07
CUST_00018,2022-09-17,1428.08
CUST_00018,2022-11-04,1510.26
CUST_00019,2023-04-04,1913.24
CUST_00019,2023-05-01,1438.35
CUST_00019,2023-05-20,1103.46
CUST_00019,2023-06-01,1611.4
CUST_00019,2023-06-21,1662.54
CUST_00019,2023-07-10,1621.19
CUST_00019,2023-08-07,958.24
CUST_00020,2022-09-03,982.78
CUST_00020,2022-09-20,975.05
CUST_00020,2022-11-06,1183.05
CUST_00020,2022-12-05,1321.51
CUST_00020,2023-01-08,1097.72
CUST_00020,2023-03-16,996.82
CUST_00020,2023-03-26,908.42
CUST_00020,2023-05-10,953.01
CUST_00020,2023-06-03,813.9
CUST_00020,2023-07-01,496.6
CUST_00020,2023-07-26,1038.41
CUST_00020,2023-08-28,1059.17
CUST_00020,2023-09-12,1058.4
CUST_00020,2023-10-20,979.68
CUST_00020,2023-11-01,1215.04
CUST_00021,2022-10-01,1294.73
CUST_00021,2022-11-01,889.86
CUST_00021,2022-12-29,905.38
CUST_00021,2023-01-15,952.58
CUST_00021,2023-03-07,1062.66
CUST_00021,2023-05-01,737.1
CUST_00021,2023-07-14,1005.98
CUST_00021,2023-08-23,859.53
CUST_00021,2023-10-10,1133.59
CUST_00021,2023-11-29,884.1
CUST_00021,2024-01-31,755.1
CUST_00021,2024-04-26,1101.99
CUST_00021,2024-06-22,867.06
CUST_00022,2022-07-22,975.14
CUST_00022,2022-09-13,1183.24
CUST_00022,2022-11-03,1119.29
CUST_00022,2022-12-24,1017.52
CUST_00022,2023-01-30,1070.14
CUST_00022,2023-04-01,1115.83
CUST_00022,2023-06-11,978.38
CUST_00022,2023-07-22,1513.35
CUST_00022,2023-08-23,1023.38
CUST_00022,2023-10-26,1247.97
CUST_00022,2023-12-17,1107.23
CUST_00022,2024-02-08,1446.13
CUST_00022,2024-03-20,1252.56
CUST_00022,2024-04-28,859.52
CUST_00022,2024-06-08,1398.66
CUST_00023,2022-04-10,1020.8
CUST_00023,2022-06-05,1041.57
CUST_00023,2022-06-28,1345.02
CUST_00023,2022-08-02,1122.15
CUST_00024,2023-05-22,898.53
CUST_00024,2023-07-24,1222.73
CUST_00024,2023-09-13,1189.4
CUST_00024,2023-11-09,1548.7
CUST_00024,2023-12-06,1591.47
CUST_00024,2024-01-08,1149.2
CUST_00024,2024-03-01,1123.38
CUST_00024,2024-04-17,1028.11
CUST_00024,2024-06-07,1175.24
CUST_00025,2023-03-03,979.93
CUST_00025,2023-03-21,1054.82
CUST_00025,2023-04-13,978.3
CUST_00025,2023-05-19,902.07
CUST_00025,2023-06-02,965.88
CUST_00025,2023-07-04,531.95
CUST_00025,2023-08-20,1505.71
CUST_00025,2023-09-14,886.44
CUST_00025,2023-10-04,1520.57
CUST_00025,2023-11-06,1498.18
CUST_00025,2023-12-15,912.3
CUST_00025,2024-01-11,1646.74
CUST_00025,2024-02-18,855.91
CUST_00025,2024-03-07,708.24
CUST_00025,2024-05-04,1574.47
CUST_00025,2024-05-30,689.91
CUST_00026,2022-12-18,1297.39
CUST_00026,2023-01-19,1239.01
CUST_00026,2023-03-01,973.19
CUST_00026,2023-04-09,1117.2
CUST_00026,2023-04-25,833.77
CUST_00026,2023-05-12,998.28
CUST_00026,2023-07-01,1135.63
CUST_00026,2023-08-08,966.08
CUST_00026,2023-09-20,1398.35
CUST_00026,2023-10-05,670.55
CUST_00026,2023-10-11,1548.78
CUST_00026,2023-11-07,822.59
CUST_00026,2023-11-28,845.44
CUST_00026,2024-01-03,1255.2
CUST_00026,2024-02-19,1100.19
CUST_00026,2024-03-16,644.78
CUST_00026,2024-04-10,942.0
CUST_00026,2024-05-09,1255.0
CUST_00026,2024-05-23,778.07
CUST_00026,2024-06-29,902.14
CUST_00027,2022-08-08,755.18
CUST_00027,2022-10-16,896.25
CUST_00027,2022-12-10,853.35
CUST_00027,2023-01-18,1085.0
CUST_00027,2023-03-29,1167.27
CUST_00027,2023-05-07,1108.07
CUST_00027,2023-08-17,962.02
CUST_00027,2023-10-11,880.18
CUST_00027,2023-12-05,1004.24
CUST_00027,2024-01-30,807.42
CUST_00027,2024-02-22,1232.24
CUST_00027,2024-05-01,955.31
CUST_00027,2024-06-17,742.44
CUST_00028,2023-03-26,1128.49
CUST_00028,2023-05-16,997.29
CUST_00028,2023-06-20,810.7
CUST_00028,2023-08-01,975.24
CUST_00028,2023-09-02,1627.88
CUST_00028,2023-10-13,1036.67
CUST_00028,2023-11-13,1266.84
CUST_00028,2023-12-20,1373.19
CUST_00028,2024-02-02,963.45
CUST_00028,2024-03-13,896.09
CUST_00028,2024-03-23,1117.46
CUST_00028,2024-04-12,1361.51
CUST_00028,2024-06-02,1192.63
CUST_00029,2022-10-25,1267.53
CUST_00029,2022-11-11,1125.07
CUST_00029,2022-12-29,998.21
CUST_00029,2023-01-07,1133.7
CUST_00029,2023-02-24,1457.35
CUST_00029,2023-03-29,999.24
CUST_00029,2023-05-05,776.14
CUST_00029,2023-06-15,1046.23
CUST_00029,2023-08-01,1282.56
CUST_00029,2023-08-20,862.02
CUST_00029,2023-09-08,1236.32
CUST_00029,2023-10-22,1018.46
CUST_00029,2023-12-07,961.64
CUST_00029,2023-12-23,957.55
CUST_00029,2024-01-18,1303.63
CUST_00029,2024-02-15,1057.16
CUST_00029,2024-03-06,1267.75
CUST_00029,2024-04-01,1006.62
CUST_00029,2024-04-18,986.22
CUST_00029,2024-05-29,1060.81
CUST_00030,2022-08-31,2032.36
CUST_00030,2022-09-15,2413.89
CUST_00030,2022-10-10,1462.82
CUST_00030,2022-10-27,1824.31
CUST_00030,2022-11-19,2314.98
CUST_00030,2022-12-03,1482.24
CUST_00030,2022-12-21,1977.22
CUST_00030,2023-01-18,1347.15
CUST_00030,2023-02-04,1760.55
CUST_00030,2023-03-03,2359.38
CUST_00030,2023-03-22,1698.85
CUST_00030,2023-04-21,1671.24
CUST_00030,2023-05-16,1301.87
CUST_00030,2023-06-17,1916.17
CUST_00030,2023-07-05,2234.49
CUST_00030,2023-07-13,2453.71
CUST_00030,2023-07-31,1323.31
CUST_00030,2023-08-21,2221.6
CUST_00030,2023-08-29,1707.17
CUST_00030,2023-09-18,1503.21
CUST_00030,2023-10-22,2139.1
CUST_00030,2023-11-12,2301.61
CUST_00030,2023-12-03,1914.82
CUST_00030,2023-12-25,1549.8
CUST_00030,2023-12-31,871.61
CUST_00030,2024-01-17,1695.43
CUST_00030,2024-02-17,2013.8
CUST_00030,2024-03-12,1920.89
CUST_00030,2024-03-21,2182.4
CUST_00030,2024-04-05,1809.17
CUST_00030,2024-04-21,2535.75
CUST_00030,2024-05-05,1612.17
CUST_00030,2024-05-30,1700.1
CUST_00030,2024-06-19,1975.59
CUST_00031,2022-09-03,1088.2
CUST_00031,2022-10-12,1795.88
CUST_00031,2022-12-06,1038.14
CUST_00031,2022-12-29,1061.38
CUST_00031,2023-02-02,1575.14
CUST_00031,2023-03-29,1655.18
CUST_00031,2023-05-27,1359.33
CUST_00031,2023-07-22,1751.98
CUST_00031,2023-08-21,894.63
CUST_00031,2023-10-21,1038.89
CUST_00031,2023-11-24,1364.36
CUST_00031,2024-01-10,1043.0
CUST_00031,2024-02-29,1375.94
CUST_00031,2024-04-21,1337.57
CUST_00031,2024-06-10,1437.45
CUST_00032,2022-05-05,858.69
CUST_00032,2022-06-03,1147.37
CUST_00032,2022-06-24,817.57
CUST_00032,2022-06-25,1067.05
CUST_00032,2022-08-20,855.44
CUST_00032,2022-09-06,771.97
CUST_00032,2022-10-08,1054.39
CUST_00032,2022-11-19,1015.78
CUST_00032,2022-12-10,763.88
CUST_00032,2023-01-21,1015.52
CUST_00032,2023-02-24,787.79
CUST_00032,2023-03-24,1270.38
CUST_00032,2023-04-16,1119.01
CUST_00032,2023-05-22,1190.28
CUST_00032,2023-07-02,978.46
CUST_00032,2023-08-17,1267.2
CUST_00033,2022-02-20,1392.64
CUST_00033,2022-04-28,1189.78
CUST_00033,2022-06-25,1052.88
CUST_00033,2022-08-16,1138.19
CUST_00033,2022-10-07,1629.34
CUST_00033,2022-12-06,438.88
CUST_00033,2023-02-16,1101.5
CUST_00033,2023-04-13,685.06
CUST_00033,2023-05-28,1758.7
CUST_00033,2023-07-06,921.49
CUST_00033,2023-09-05,1208.0
CUST_00033,2023-10-12,1031.03
CUST_00033,2023-11-07,1122.38
CUST_00033,2023-12-10,1246.51
CUST_00033,2024-01-15,1156.76
CUST_00033,2024-03-31,883.77
CUST_00033,2024-04-29,1517.12
CUST_00033,2024-06-16,1799.09
CUST_00034,2022-10-30,1230.11
CUST_00034,2022-12-16,887.57
CUST_00034,2023-01-12,980.51
CUST_00034,2023-02-04,993.31
CUST_00034,2023-03-08,973.01
CUST_00034,2023-04-17,923.09
CUST_00034,2023-05-19,1471.49
CUST_00034,2023-06-14,817.85
CUST_00034,2023-07-22,1150.73
CUST_00034,2023-09-07,1699.28
CUST_00034,2023-10-08,774.94
CUST_00034,2023-11-13,1262.82
CUST_00034,2023-12-22,1151.3
CUST_00034,2024-01-17,1397.33
CUST_00034,2024-02-07,1280.11
CUST_00034,2024-03-21,632.46
CUST_00034,2024-04-09,1046.1
CUST_00034,2024-04-21,1010.13
CUST_00034,2024-06-13,1207.94
CUST_00035,2023-04-30,1666.83
CUST_00035,2023-05-31,1119.88
CUST_00035,2023-07-06,686.94
CUST_00036,2022-02-04,1177.84
CUST_00036,2022-03-23,928.11
CUST_00036,2022-05-12,1118.79
CUST_00037,2023-04-14,1209.21
CUST_00037,2023-05-12,1228.7
CUST_00037,2023-06-08,1300.03
CUST_00037,2023-07-05,1683.39
CUST_00038,2023-03-28,1150.46
CUST_00038,2023-05-06,1311.48
CUST_00038,2023-06-28,1537.86
CUST_00038,2023-08-10,1566.22
CUST_00038,2023-10-08,1420.0
CUST_00038,2023-11-17,904.11
CUST_00038,2024-01-10,1302.18
CUST_00038,2024-02-24,1249.42
CUST_00038,2024-04-20,965.26
CUST_00038,2024-06-05,675.83
CUST_00039,2022-06-01,1596.32
CUST_00039,2022-07-06,1022.16
CUST_00039,2022-07-24,1939.12
CUST_00039,2022-08-20,1816.59
CUST_00039,2022-08-24,1829.52
CUST_00039,2022-09-11,2269.68
CUST_00039,2022-09-25,2438.05
CUST_00039,2022-10-15,1839.59
CUST_00039,2022-10-16,1725.8
CUST_00039,2022-11-18,2434.43
CUST_00039,2022-12-06,1396.79
CUST_00039,2023-01-10,1523.12
CUST_00039,2023-02-07,2400.2
CUST_00039,2023-03-07,2280.61
CUST_00039,2023-03-10,1811.15
CUST_00039,2023-03-28,1727.67
CUST_00039,2023-04-08,2535.26
CUST_00039,2023-04-27,1912.61
CUST_00039,2023-05-22,2503.86
CUST_00039,2023-06-14,2015.61
CUST_00039,2023-07-17,2614.41
CUST_00039,2023-08-11,1833.69
CUST_00039,2023-09-02,2068.6
CUST_00039,2023-09-14,1614.58
CUST_00039,2023-09-27,1925.42
CUST_00039,2023-10-24,1456.95
CUST_00039,2023-11-25,1734.2
CUST_00039,2023-12-13,2253.21
CUST_00039,2024-01-10,1810.63
CUST_00039,2024-02-14,2142.52
CUST_00039,2024-03-16,1585.76
CUST_00039,2024-04-16,1431.41
CUST_00039,2024-05-12,2845.96
CUST_00039,2024-06-12,1806.94
CUST_00040,2022-12-11,900.49
CUST_00040,2023-02-05,1091.56
CUST_00040,2023-03-16,870.31
CUST_00040,2023-05-09,1121.97
CUST_00040,2023-05-30,787.54
CUST_00040,2023-08-10,1159.57
CUST_00040,2023-10-01,1052.66
CUST_00040,2023-11-28,684.95
CUST_00040,2024-03-17,960.71
CUST_00040,2024-05-14,796.58
CUST_00041,2022-04-01,1520.04
CUST_00041,2022-05-10,1106.76
CUST_00041,2022-06-28,275.16
CUST_00041,2022-08-14,1303.01
CUST_00041,2022-10-04,1424.07
CUST_00041,2022-10-30,1284.07
CUST_00041,2022-12-04,981.59
CUST_00041,2023-01-11,1076.83
CUST_00042,2023-02-18,887.0
CUST_00042,2023-03-29,946.07
CUST_00042,2023-06-10,1267.88
CUST_00042,2023-08-17,870.25
CUST_00042,2023-10-06,1017.12
CUST_00042,2023-12-07,875.76
CUST_00042,2024-02-20,1076.03
CUST_00042,2024-03-24,728.49
CUST_00043,2023-01-18,1902.83
CUST_00043,2023-01-26,1598.4
CUST_00043,2023-02-07,1973.56
CUST_00043,2023-02-21,1821.28
CUST_00043,2023-03-06,1702.96
CUST_00043,2023-03-19,1136.9
CUST_00043,2023-04-04,1272.63
CUST_00043,2023-05-07,1248.56
CUST_00043,2023-06-13,1963.25
CUST_00043,2023-07-01,1971.75
CUST_00043,2023-07-16,1496.96
CUST_00043,2023-08-05,1237.73
CUST_00043,2023-08-17,2229.65
CUST_00043,2023-09-09,1158.36
CUST_00043,2023-09-19,1629.74
CUST_00043,2023-10-16,1748.63
CUST_00043,2023-10-28,2266.09
CUST_00043,2023-11-15,1260.88
CUST_00043,2023-12-05,1676.93
CUST_00043,2023-12-20,1930.74
CUST_00043,2023-12-28,1500.63
CUST_00043,2024-01-22,2368.5
CUST_00043,2024-02-08,1450.96
CUST_00043,2024-02-25,1690.39
CUST_00043,2024-03-20,1574.51
CUST_00043,2024-04-12,589.71
CUST_00043,2024-04-22,2281.3
CUST_00043,2024-05-07,1780.55
CUST_00043,2024-05-23,1838.84
CUST_00043,2024-06-08,1395.94
CUST_00043,2024-06-28,1922.64
CUST_00044,2022-07-13,1567.42
CUST_00044,2022-08-26,1522.98
CUST_00044,2022-09-30,934.01
CUST_00044,2022-12-05,1919.08
CUST_00044,2023-01-03,1186.6
CUST_00044,2023-01-23,611.68
CUST_00044,2023-03-08,1459.04
CUST_00045,2022-02-07,1463.02
CUST_00045,2022-03-06,1336.81
CUST_00045,2022-04-10,1172.54
CUST_00045,2022-05-11,951.44
CUST_00045,2022-06-22,1194.96
CUST_00045,2022-08-01,1196.77
CUST_00045,2022-08-08,1538.97
CUST_00045,2022-09-17,1017.11
CUST_00045,2022-11-13,1486.07
CUST_00045,2022-12-27,1438.65
CUST_00045,2023-01-31,1221.28
CUST_00045,2023-03-04,1392.7
CUST_00045,2023-04-30,1253.19
CUST_00045,2023-05-14,735.09
CUST_00045,2023-07-04,1535.78
CUST_00045,2023-08-02,1102.76
CUST_00045,2023-10-02,1892.84
CUST_00045,2023-11-15,1767.38
CUST_00045,2023-12-19,1254.84
CUST_00045,2024-01-25,908.91
CUST_00045,2024-03-13,1800.35
CUST_00045,2024-05-20,749.63
CUST_00045,2024-06-19,1757.7
CUST_00046,2023-06-15,962.21
CUST_00046,2023-08-15,1439.59
CUST_00046,2023-10-04,407.37
CUST_00046,2023-11-24,1089.08
CUST_00047,2022-09-01,824.19
CUST_00047,2022-10-11,1225.3
CUST_00047,2022-11-17,765.56
CUST_00047,2022-11-21,707.97
CUST_00047,2023-01-23,649.81
CUST_00047,2023-03-01,1542.36
CUST_00047,2023-04-13,1015.6
CUST_00047,2023-05-18,935.43
CUST_00047,2023-06-02,1322.5
CUST_00047,2023-07-04,689.25
CUST_00047,2023-08-22,1047.85
CUST_00047,2023-09-15,1092.74
CUST_00047,2023-10-21,1192.66
CUST_00047,2023-11-14,1014.49
CUST_00047,2023-12-16,1028.17
CUST_00047,2024-01-08,1370.1
CUST_00047,2024-02-19,1277.04
CUST_00047,2024-03-10,607.39
CUST_00047,2024-04-20,830.59
CUST_00047,2024-05-07,1041.53
CUST_00047,2024-06-10,974.73
CUST_00048,2023-05-03,866.46
CUST_00048,2023-06-19,1009.96
CUST_00048,2023-07-16,1328.68
CUST_00048,2023-09-06,885.83
CUST_00048,2023-10-23,1212.55
CUST_00048,2023-11-15,1392.52
CUST_00048,2023-12-31,992.43
CUST_00048,2024-01-18,947.93
CUST_00048,2024-02-24,1123.3
CUST_00048,2024-03-24,867.44
CUST_00048,2024-04-15,1369.61
CUST_00048,2024-05-22,1018.47
CUST_00048,2024-06-25,685.49
CUST_00049,2023-01-06,1225.17
CUST_00049,2023-02-25,1032.22
CUST_00049,2023-03-24,1499.98
CUST_00049,2023-04-25,1236.04
CUST_00049,2023-06-17,946.19
CUST_00049,2023-07-11,1279.6
CUST_00049,2023-08-11,1409.28
CUST_00049,2023-10-05,648.12
CUST_00049,2023-11-12,1544.91
CUST_00049,2024-01-14,1352.28
CUST_00049,2024-03-10,1438.22
CUST_00049,2024-03-20,905.23
CUST_00049,2024-04-15,1464.74
CUST_00049,2024-05-19,601.43
CUST_00050,2023-03-01,941.02
CUST_00050,2023-03-31,1564.44
CUST_00051,2023-02-19,1080.93
CUST_00051,2023-04-08,978.25
CUST_00051,2023-06-04,1305.88
CUST_00051,2023-06-17,909.39
CUST_00051,2023-06-26,915.17
CUST_00051,2023-07-29,1892.52
CUST_00051,2023-09-04,1478.24
CUST_00051,2023-10-20,1398.22
CUST_00051,2024-01-09,1618.89
CUST_00051,2024-02-23,1022.89
CUST_00051,2024-03-13,912.28
CUST_00051,2024-05-06,1475.93
CUST_00051,2024-06-20,1360.37
CUST_00052,2022-04-17,1507.46
CUST_00052,2022-05-30,1677.42
CUST_00052,2022-07-15,1345.27
CUST_00052,2022-08-16,1313.39
CUST_00053,2022-07-18,1560.56
CUST_00053,2022-08-14,1282.27
CUST_00053,2022-10-03,968.89
CUST_00053,2022-11-05,1114.62
CUST_00053,2022-12-16,1204.49
CUST_00053,2023-01-19,997.04
CUST_00053,2023-02-13,1371.25
CUST_00053,2023-04-04,1194.16
CUST_00053,2023-05-10,1195.02
CUST_00053,2023-06-29,1245.02
CUST_00053,2023-08-25,1124.35
CUST_00053,2023-09-19,1471.95
CUST_00053,2023-11-05,1429.83
CUST_00053,2023-12-16,1182.26
CUST_00053,2024-01-28,914.6
CUST_00053,2024-03-20,1048.41
CUST_00053,2024-04-29,937.59
CUST_00053,2024-06-16,987.26
CUST_00054,2022-09-12,1155.35
CUST_00054,2022-10-27,664.02
CUST_00054,2022-12-27,937.73
CUST_00055,2022-09-29,1263.51
CUST_00055,2022-11-12,1335.0
CUST_00055,2023-02-03,1114.84
CUST_00055,2023-03-28,1076.76
CUST_00055,2023-05-11,925.79
CUST_00055,2023-05-31,1725.81
CUST_00055,2023-07-24,679.01
CUST_00055,2023-09-27,2445.37
CUST_00055,2023-11-26,1357.49
CUST_00055,2024-01-24,869.64
CUST_00056,2022-01-24,781.62
CUST_00056,2022-02-27,1125.21
CUST_00056,2022-03-20,932.32
CUST_00057,2022-10-26,808.15
CUST_00057,2022-11-18,1502.19
CUST_00057,2022-12-08,1196.18
CUST_00057,2023-01-02,1449.32
CUST_00058,2022-03-26,1373.22
CUST_00058,2022-04-24,1116.69
CUST_00058,2022-05-27,770.22
CUST_00058,2022-07-13,838.95
CUST_00058,2022-08-14,810.87
CUST_00058,2022-09-09,1010.9
CUST_00058,2022-10-16,1390.71
CUST_00058,2022-11-18,639.9
CUST_00058,2022-12-24,1206.09
CUST_00058,2023-01-18,381.3
CUST_00058,2023-02-27,1106.73
CUST_00058,2023-03-16,1011.35
CUST_00058,2023-04-26,997.14
CUST_00058,2023-05-21,1165.78
CUST_00058,2023-06-27,1145.03
CUST_00058,2023-07-19,917.4
CUST_00058,2023-09-16,762.79
CUST_00058,2023-10-22,1024.17
CUST_00058,2023-11-22,1041.36
CUST_00058,2024-01-17,1451.87
CUST_00058,2024-02-17,1065.84
CUST_00058,2024-03-23,1136.75
CUST_00058,2024-05-08,1151.65
CUST_00058,2024-05-27,1115.57
CUST_00058,2024-06-24,959.23
CUST_00059,2023-02-10,1371.57
CUST_00059,2023-04-05,1537.52
CUST_00059,2023-05-09,960.87
CUST_00059,2023-06-22,1266.11
CUST_00059,2023-07-28,1686.23
CUST_00059,2023-09-21,1357.27
CUST_00059,2023-10-23,1001.19
CUST_00059,2023-12-01,1174.32
CUST_00059,2024-02-18,1221.36
CUST_00059,2024-03-25,1004.21
CUST_00059,2024-04-10,1283.59
CUST_00059,2024-05-18,1008.57
CUST_00060,2023-01-08,429.59
CUST_00060,2023-02-20,792.22
CUST_00060,2023-03-28,1128.75
CUST_00061,2023-05-19,1271.45
CUST_00061,2023-08-04,1560.97
CUST_00061,2023-10-08,1387.1
CUST_00061,2023-11-28,1350.4
CUST_00061,2023-12-10,1402.24
CUST_00061,2023-12-25,1367.51
CUST_00061,2024-02-02,1348.45
CUST_00061,2024-02-28,1614.54
CUST_00061,2024-04-14,881.25
CUST_00061,2024-06-09,1639.56
CUST_00062,2023-02-11,903.39
CUST_00062,2023-03-07,1158.55
CUST_00062,2023-04-09,1172.82
CUST_00062,2023-06-08,1016.52
CUST_00062,2023-07-10,858.75
CUST_00062,2023-08-21,1216.44
CUST_00062,2023-10-24,706.13
CUST_00062,2023-12-11,1061.52
CUST_00062,2023-12-30,1638.79
CUST_00062,2024-01-31,1024.38
CUST_00062,2024-03-11,1055.18
CUST_00062,2024-05-06,1583.04
CUST_00062,2024-06-15,1330.5
CUST_00063,2022-07-20,936.83
CUST_00063,2022-08-26,1102.33
CUST_00063,2022-09-11,1266.3
CUST_00063,2022-11-15,1003.09
CUST_00063,2023-01-22,1148.52
CUST_00063,2023-02-14,1482.07
CUST_00063,2023-03-26,981.61
CUST_00063,2023-04-12,1435.78
CUST_00063,2023-05-02,1413.17
CUST_00063,2023-06-10,1310.35
CUST_00063,2023-06-18,1273.84
CUST_00063,2023-07-19,1072.73
CUST_00063,2023-08-25,758.9
CUST_00063,2023-09-30,1368.51
CUST_00063,2023-11-21,1336.71
CUST_00063,2023-12-12,739.05
CUST_00063,2024-01-07,1399.84
CUST_00063,2024-01-31,1158.41
CUST_00063,2024-03-06,1346.5
CUST_00063,2024-04-11,1151.29
CUST_00063,2024-05-20,1139.98
CUST_00064,2023-06-13,1381.74
CUST_00064,2023-08-12,1112.21
CUST_00065,2022-08-13,1022.21
CUST_00065,2022-09-12,1511.89
CUST_00065,2022-10-27,1485.32
CUST_00065,2022-11-13,1019.61
CUST_00065,2022-12-15,689.47
CUST_00065,2023-02-13,1420.25
CUST_00065,2023-03-22,889.25
CUST_00065,2023-05-21,1012.0
CUST_00065,2023-07-08,1393.42
CUST_00065,2023-08-08,974.52
CUST_00065,2023-09-25,898.99
CUST_00065,2023-10-31,1681.55
CUST_00065,2023-12-03,1243.68
CUST_00065,2023-12-16,1039.87
CUST_00065,2023-12-31,1081.74
CUST_00065,2024-01-30,1160.9
CUST_00065,2024-02-29,1078.62
CUST_00065,2024-04-04,1114.52
CUST_00065,2024-05-12,1165.36
CUST_00066,2022-06-27,1250.75
CUST_00066,2022-07-30,960.17
CUST_00066,2022-08-28,1101.22
CUST_00066,2022-09-22,687.12
CUST_00066,2022-11-14,1368.94
CUST_00066,2023-01-04,1483.39
CUST_00066,2023-02-11,1322.08
CUST_00066,2023-04-15,1300.88
CUST_00066,2023-06-02,1014.31
CUST_00066,2023-07-18,1233.71
