customer_id,acquisition_channel,age_band,region,frequency,monetary_total,monetary_avg,recency_days,target_holdout_spend
CUST_00112,Email,18-24,East,3,2819.62,939.8733333333333,15,7644.19
CUST_00113,Paid Search,55+,North,2,2128.56,1064.28,35,5906.95
CUST_00114,Referral,18-24,East,4,7439.219999999999,1859.8049999999998,2,12568.59
CUST_00115,Paid Search,45-54,South,3,3379.8,1126.6000000000001,22,4574.44
CUST_00116,Organic,35-44,South,3,4679.86,1559.9533333333331,0,2299.98
CUST_00117,Paid Search,25-34,West,3,3503.1400000000003,1167.7133333333334,35,2234.5299999999997
CUST_00118,Paid Search,55+,East,2,1459.95,729.975,51,0.0
CUST_00119,Paid Search,18-24,East,3,3662.84,1220.9466666666667,5,5104.969999999999
CUST_00120,Paid Search,55+,West,3,3847.3500000000004,1282.45,23,0.0
CUST_00121,Paid Search,45-54,North,2,2426.29,1213.145,58,5913.09
CUST_00122,Paid Search,45-54,East,2,1713.83,856.915,27,4026.56
CUST_00123,Paid Search,55+,North,3,3351.15,1117.05,23,3620.71
CUST_00124,Paid Search,35-44,North,2,3249.27,1624.635,55,5403.38
CUST_00125,Email,25-34,North,2,1885.53,942.765,55,0.0
CUST_00126,Email,18-24,East,4,4342.02,1085.505,7,0.0
CUST_00127,Paid Search,55+,East,3,4025.19,1341.73,1,2270.6
CUST_00128,Paid Search,35-44,West,1,952.37,952.37,90,0.0
CUST_00129,Paid Search,55+,South,2,2284.33,1142.165,35,4656.16
CUST_00130,Paid Search,25-34,West,2,2563.9700000000003,1281.9850000000001,40,5297.42
CUST_00131,Paid Search,55+,South,3,3616.83,1205.61,1,5625.4
CUST_00132,Social,55+,North,3,2417.7200000000003,805.9066666666668,8,3213.4
CUST_00133,Organic,25-34,North,4,5904.22,1476.055,2,4297.139999999999
CUST_00134,Organic,35-44,North,3,4033.1000000000004,1344.3666666666668,6,5145.83
CUST_00135,Email,45-54,South,3,3433.19,1144.3966666666668,9,0.0
CUST_00136,Email,25-34,South,4,4236.65,1059.1625,0,4287.7
CUST_00137,Paid Search,18-24,West,2,2825.15,1412.575,39,0.0
CUST_00138,Social,25-34,North,1,744.24,744.24,90,0.0
CUST_00139,Social,35-44,South,2,1877.47,938.735,70,0.0
CUST_00140,Social,18-24,West,3,2572.46,857.4866666666667,22,3839.34
CUST_00141,Organic,25-34,North,3,3688.38,1229.46,15,3425.95
CUST_00142,Email,55+,South,3,2724.0800000000004,908.0266666666668,17,4209.57
CUST_00143,Social,18-24,North,3,2812.9,937.6333333333333,4,4042.42
CUST_00144,Social,18-24,East,3,3733.33,1244.4433333333334,30,1890.47
CUST_00145,Paid Search,35-44,West,2,3226.37,1613.185,46,4647.29
CUST_00146,Organic,18-24,North,3,4422.02,1474.006666666667,12,6469.15
CUST_00147,Paid Search,18-24,South,2,2597.4700000000003,1298.7350000000001,51,5572.47
CUST_00148,Organic,18-24,South,2,3081.3900000000003,1540.6950000000002,38,6051.8099999999995
CUST_00149,Social,18-24,West,2,1759.6799999999998,879.8399999999999,45,2704.32
CUST_00150,Paid Search,55+,West,2,2250.41,1125.205,25,6180.86
CUST_00151,Social,18-24,North,2,1693.08,846.54,35,3860.63
CUST_00152,Paid Search,35-44,South,3,2929.37,976.4566666666666,7,2868.11
CUST_00153,Social,45-54,West,3,2611.16,870.3866666666667,7,3057.1000000000004
CUST_00154,Social,45-54,North,2,1860.73,930.365,41,3102.79
CUST_00155,Referral,45-54,West,4,7056.76,1764.19,11,14732.17
CUST_00156,Organic,25-34,North,2,2516.41,1258.205,16,5263.48
CUST_00157,Paid Search,55+,East,3,3390.16,1130.0533333333333,14,0.0
CUST_00158,Paid Search,18-24,West,2,1644.62,822.31,41,7351.9
CUST_00159,Email,18-24,East,4,3668.04,917.01,3,5249.81
CUST_00160,Paid Search,55+,West,3,3717.29,1239.0966666666666,6,3557.7799999999997
CUST_00161,Email,18-24,East,4,4389.94,1097.485,31,5191.8
CUST_00162,Paid Search,18-24,North,2,2191.32,1095.66,47,0.0
CUST_00163,Email,18-24,East,3,3630.63,1210.21,26,5492.8099999999995
CUST_00164,Email,18-24,East,3,3278.75,1092.9166666666667,36,6420.16
CUST_00165,Organic,18-24,South,2,2431.94,1215.97,41,5084.13
CUST_00166,Paid Search,35-44,North,2,2409.44,1204.72,42,1387.93
CUST_00167,Organic,45-54,East,4,5892.4400000000005,1473.1100000000001,24,1081.63
CUST_00168,Email,18-24,East,2,1961.08,980.54,58,0.0
CUST_00169,Paid Search,55+,West,3,4156.389999999999,1385.4633333333331,8,3910.31
CUST_00170,Email,18-24,North,4,4545.55,1136.3875,0,0.0
CUST_00171,Email,45-54,East,3,3608.31,1202.77,28,2342.09
CUST_00172,Paid Search,55+,West,3,3699.63,1233.21,1,1700.25
CUST_00173,Email,35-44,West,3,3592.66,1197.5533333333333,24,4837.45
CUST_00174,Paid Search,35-44,West,2,1936.62,968.31,48,0.0
CUST_00175,Email,18-24,North,3,3027.19,1009.0633333333334,18,5084.62
CUST_00176,Referral,25-34,North,5,9255.4,1851.08,14,15693.1
CUST_00177,Email,55+,East,2,2601.58,1300.79,43,2816.55
CUST_00178,Social,25-34,South,3,2073.6099999999997,691.2033333333333,21,2580.58
CUST_00179,Paid Search,18-24,North,3,3449.99,1149.9966666666667,14,4847.92
CUST_00180,Organic,45-54,North,3,3029.01,1009.6700000000001,0,6020.8
CUST_00181,Social,45-54,North,2,2087.44,1043.72,27,3079.16
CUST_00182,Organic,18-24,South,2,2601.85,1300.925,59,7931.92
CUST_00183,Social,18-24,East,3,2397.15,799.0500000000001,15,0.0
CUST_00184,Paid Search,18-24,North,2,2678.1099999999997,1339.0549999999998,38,1031.05
CUST_00185,Email,18-24,North,3,3797.93,1265.9766666666667,35,6140.29
CUST_00186,Paid Search,45-54,South,3,3631.3900000000003,1210.4633333333334,7,3714.74
CUST_00187,Social,18-24,West,3,2387.41,795.8033333333333,25,3505.92
CUST_00188,Referral,45-54,West,3,5243.74,1747.9133333333332,64,0.0
CUST_00189,Paid Search,18-24,South,2,2292.38,1146.19,32,980.18
CUST_00190,Organic,55+,North,2,2545.63,1272.815,41,7095.12
CUST_00191,Paid Search,45-54,North,2,2258.59,1129.295,30,960.4
CUST_00192,Referral,25-34,West,4,5212.79,1303.1975,27,16969.53
CUST_00193,Social,35-44,South,2,1535.0,767.5,1,3917.9
CUST_00194,Paid Search,18-24,North,2,1425.38,712.69,22,3409.31
CUST_00195,Referral,18-24,West,5,9624.1,1924.8200000000002,13,17447.88
CUST_00196,Social,35-44,East,2,1838.09,919.045,23,3830.15
CUST_00197,Paid Search,18-24,South,2,1961.83,980.915,42,5094.6
CUST_00198,Email,45-54,South,3,2708.7,902.9,13,3689.11
CUST_00199,Paid Search,25-34,North,3,3900.38,1300.1266666666668,5,3720.1400000000003
CUST_00200,Social,18-24,West,3,2988.3,996.1,20,2959.02
CUST_00201,Paid Search,35-44,West,3,4785.4800000000005,1595.16,14,3983.54
CUST_00202,Organic,35-44,North,3,3795.5,1265.1666666666667,27,6899.67
CUST_00203,Organic,45-54,East,3,4503.110000000001,1501.0366666666669,0,2789.91
CUST_00204,Paid Search,18-24,North,2,2297.61,1148.805,46,4955.78
CUST_00205,Paid Search,35-44,South,3,3625.31,1208.4366666666667,14,4664.04
CUST_00206,Referral,55+,East,3,5731.950000000001,1910.6500000000003,65,0.0
CUST_00207,Social,25-34,North,2,1365.54,682.77,38,3448.84
CUST_00208,Email,55+,East,1,1039.23,1039.23,90,0.0
CUST_00209,Paid Search,45-54,North,2,2930.31,1465.155,29,4409.88
CUST_00210,Paid Search,35-44,East,4,4661.85,1165.4625,0,4467.24
CUST_00211,Organic,55+,South,3,4849.74,1616.58,19,7664.15
CUST_00212,Email,55+,North,3,3241.3599999999997,1080.4533333333331,0,0.0
CUST_00213,Organic,25-34,West,3,4402.74,1467.58,11,3373.8900000000003
CUST_00214,Email,55+,South,4,4118.950000000001,1029.7375000000002,2,3416.39
CUST_00215,Organic,18-24,West,3,3104.63,1034.8766666666668,8,4338.1900000000005
CUST_00216,Paid Search,18-24,West,2,2836.03,1418.015,41,5586.1
CUST_00217,Paid Search,18-24,North,4,4426.51,1106.6275,13,3837.0299999999997
CUST_00218,Organic,25-34,East,3,4173.82,1391.2733333333333,18,4458.86
CUST_00219,Organic,55+,South,3,3671.33,1223.7766666666666,8,6759.4400000000005
CUST_00220,Paid Search,45-54,East,2,2117.81,1058.905,31,1135.77
CUST_00221,Email,45-54,East,3,3310.17,1103.39,43,6911.4
CUST_00222,Email,18-24,South,3,3173.7799999999997,1057.9266666666665,35,5806.65
CUST_00223,Email,35-44,East,3,3621.46,1207.1533333333334,24,5442.41
CUST_00224,Paid Search,25-34,South,2,2303.4,1151.7,22,4676.95
CUST_00225,Organic,35-44,West,2,2735.61,1367.805,51,7138.95
CUST_00226,Paid Search,25-34,West,3,4406.51,1468.8366666666668,39,4560.52
CUST_00227,Social,25-34,North,2,1506.85,753.425,5,4447.36
CUST_00228,Paid Search,55+,East,3,4011.79,1337.2633333333333,4,5195.71
CUST_00229,Paid Search,35-44,West,3,3187.33,1062.4433333333334,6,5463.6900000000005
CUST_00230,Social,35-44,North,2,1791.94,895.97,36,3983.5
CUST_00231,Paid Search,18-24,East,2,2783.98,1391.99,30,6627.25
CUST_00232,Social,45-54,West,2,1943.3,971.65,57,0.0
CUST_00233,Paid Search,35-44,North,2,2766.58,1383.29,30,2528.21
CUST_00234,Organic,25-34,East,4,5013.29,1253.3225,2,8207.6
CUST_00235,Social,45-54,West,3,3129.1499999999996,1043.05,1,3645.48
CUST_00236,Organic,18-24,South,4,5203.39,1300.8475,6,2885.4700000000003
CUST_00237,Paid Search,35-44,North,3,3869.16,1289.72,10,3961.84
CUST_00238,Paid Search,55+,South,3,4175.53,1391.8433333333332,17,0.0
CUST_00239,Email,35-44,South,4,3702.06,925.515,13,5853.82
CUST_00240,Email,18-24,East,3,3526.3599999999997,1175.4533333333331,0,4795.7
CUST_00241,Paid Search,25-34,South,2,2102.99,1051.495,19,4924.59
CUST_00242,Paid Search,18-24,South,2,2551.29,1275.645,10,7036.18
CUST_00243,Email,35-44,West,2,2964.0699999999997,1482.0349999999999,42,4825.22
CUST_00244,Paid Search,25-34,East,2,2136.1099999999997,1068.0549999999998,44,4697.7300000000005
CUST_00245,Email,18-24,West,3,3780.98,1260.3266666666666,24,4321.56
CUST_00246,Paid Search,45-54,East,3,4193.78,1397.9266666666665,13,1283.1
CUST_00247,Paid Search,18-24,West,3,3108.52,1036.1733333333334,15,3940.1000000000004
CUST_00248,Referral,25-34,North,3,5697.789999999999,1899.263333333333,64,0.0
CUST_00249,Email,55+,West,2,2075.6400000000003,1037.8200000000002,48,0.0
CUST_00250,Paid Search,18-24,West,2,1758.4699999999998,879.2349999999999,50,3415.77
CUST_00251,Email,25-34,North,4,3486.81,871.7025,2,0.0
CUST_00252,Social,25-34,South,1,1075.95,1075.95,90,0.0
CUST_00253,Email,35-44,South,4,4296.28,1074.07,0,5106.1900000000005
CUST_00254,Referral,25-34,South,5,9179.01,1835.8020000000001,6,20384.66
CUST_00255,Organic,55+,West,4,5055.35,1263.8375,26,6591.99
CUST_00256,Email,18-24,East,1,1568.14,1568.14,90,0.0
CUST_00257,Organic,55+,North,2,3961.15,1980.575,6,1379.91
CUST_00258,Social,35-44,East,2,1706.85,853.425,25,1587.0100000000002
CUST_00259,Paid Search,18-24,West,3,3624.84,1208.28,17,4654.5599999999995
CUST_00260,Email,18-24,South,3,2783.41,927.8033333333333,9,6854.51
CUST_00261,Social,18-24,West,2,2062.03,1031.015,28,3126.64
CUST_00262,Organic,25-34,East,2,2796.05,1398.025,40,1284.14
CUST_00263,Email,25-34,West,3,4250.4,1416.8,12,5334.33
CUST_00264,Paid Search,45-54,West,2,2354.1400000000003,1177.0700000000002,19,2834.16
CUST_00265,Referral,25-34,North,6,12381.78,2063.63,7,19974.73
CUST_00266,Paid Search,45-54,West,3,3440.46,1146.82,17,4728.52
CUST_00267,Social,25-34,North,2,1475.9299999999998,737.9649999999999,49,3548.69
CUST_00268,Email,25-34,West,3,3272.11,1090.7033333333334,8,5739.63
CUST_00269,Social,25-34,West,2,1495.9099999999999,747.9549999999999,23,3797.04
CUST_00270,Organic,25-34,South,4,5570.88,1392.72,2,5004.29
CUST_00271,Referral,55+,North,5,8572.37,1714.4740000000002,27,16985.1
CUST_00272,Referral,25-34,South,5,7116.69,1423.338,19,17077.37
CUST_00273,Social,25-34,South,2,1745.38,872.69,26,4058.67
CUST_00274,Social,55+,East,3,2033.6100000000001,677.87,3,0.0
CUST_00275,Organic,45-54,North,3,3745.54,1248.5133333333333,16,2810.17
CUST_00276,Paid Search,18-24,North,3,3822.96,1274.32,20,5708.71
CUST_00277,Referral,55+,South,4,8555.87,2138.9675,28,16807.55
CUST_00278,Paid Search,18-24,West,3,3308.24,1102.7466666666667,6,3458.27
CUST_00279,Organic,18-24,South,3,3100.41,1033.47,18,0.0
CUST_00280,Referral,35-44,South,5,8851.7,1770.3400000000001,6,19065.96
CUST_00281,Email,45-54,North,1,1224.08,1224.08,90,0.0
CUST_00282,Paid Search,18-24,South,2,2148.74,1074.37,25,4092.59
CUST_00283,Paid Search,45-54,South,2,2746.4700000000003,1373.2350000000001,18,629.99
CUST_00284,Social,18-24,South,1,726.46,726.46,90,0.0
CUST_00285,Paid Search,45-54,South,3,3364.0699999999997,1121.3566666666666,12,2872.45
CUST_00286,Paid Search,18-24,South,3,4094.63,1364.8766666666668,24,5372.3
CUST_00287,Organic,35-44,East,3,3331.1,1110.3666666666666,32,3899.29
CUST_00288,Social,45-54,South,2,1964.6100000000001,982.3050000000001,55,2952.27
CUST_00289,Paid Search,25-34,West,2,2749.98,1374.99,64,5532.21
CUST_00290,Paid Search,45-54,East,1,1665.74,1665.74,90,0.0
CUST_00291,Organic,45-54,East,2,1982.78,991.39,32,0.0
CUST_00292,Social,45-54,East,2,1648.22,824.11,33,2152.83
CUST_00293,Referral,25-34,West,6,11850.62,1975.1033333333335,13,17029.53
CUST_00294,Paid Search,45-54,South,2,2520.24,1260.12,25,5262.96
CUST_00295,Paid Search,45-54,West,3,4223.9400000000005,1407.9800000000002,9,4838.280000000001
CUST_00296,Paid Search,25-34,North,2,1792.92,896.46,22,4894.21
CUST_00297,Social,45-54,North,3,2304.23,768.0766666666667,12,3558.77
CUST_00298,Paid Search,55+,West,2,2911.6400000000003,1455.8200000000002,36,2459.73
CUST_00299,Paid Search,55+,West,1,993.58,993.58,90,0.0
CUST_00300,Social,45-54,North,2,1838.52,919.26,42,2027.15
CUST_00301,Organic,45-54,East,3,4603.63,1534.5433333333333,18,4134.25
CUST_00302,Social,55+,East,2,1679.38,839.69,42,2398.7
CUST_00303,Email,25-34,North,3,2427.23,809.0766666666667,21,4942.15
CUST_00304,Email,45-54,East,3,4419.95,1473.3166666666666,41,7075.2699999999995
CUST_00305,Email,18-24,East,5,5213.07,1042.614,7,0.0
CUST_00306,Paid Search,25-34,East,2,3258.21,1629.105,32,4402.32
CUST_00307,Email,55+,East,2,1792.52,896.26,41,0.0
CUST_00308,Email,25-34,West,3,3305.9300000000003,1101.9766666666667,15,8410.9
CUST_00309,Referral,55+,North,3,6238.37,2079.4566666666665,41,0.0
CUST_00310,Organic,35-44,East,3,3360.07,1120.0233333333333,19,4316.8
CUST_00311,Organic,25-34,South,1,1001.72,1001.72,90,0.0
CUST_00312,Paid Search,18-24,West,3,4331.65,1443.8833333333332,25,0.0
CUST_00313,Email,35-44,South,2,1899.3400000000001,949.6700000000001,31,0.0
CUST_00314,Paid Search,35-44,West,4,5346.77,1336.6925,9,2534.2
CUST_00315,Email,35-44,East,2,2348.29,1174.145,55,0.0
CUST_00316,Paid Search,18-24,North,3,3471.7799999999997,1157.26,0,6108.87
CUST_00317,Paid Search,25-34,West,2,2166.13,1083.065,33,4198.9
CUST_00318,Social,18-24,North,2,1742.53,871.265,12,3128.2799999999997
CUST_00319,Email,25-34,South,3,3798.83,1266.2766666666666,8,4671.95
CUST_00320,Organic,55+,South,2,2907.34,1453.67,22,5949.4
CUST_00321,Paid Search,18-24,East,2,2437.87,1218.935,36,6589.88
CUST_00322,Paid Search,45-54,South,3,3265.58,1088.5266666666666,8,2040.4
CUST_00323,Email,18-24,East,2,2389.86,1194.93,49,5922.4
CUST_00324,Paid Search,35-44,East,2,2509.3599999999997,1254.6799999999998,53,5273.64
CUST_00325,Paid Search,55+,North,2,3110.71,1555.355,41,3605.94
CUST_00326,Organic,25-34,North,3,3783.26,1261.0866666666668,17,5572.55
CUST_00327,Paid Search,18-24,South,3,3463.3599999999997,1154.4533333333331,38,2861.42
CUST_00328,Paid Search,35-44,North,1,1552.09,1552.09,90,4538.41
CUST_00329,Referral,25-34,West,6,10421.49,1736.915,8,11277.88
CUST_00330,Email,55+,South,3,3122.5699999999997,1040.8566666666666,20,2318.4700000000003
CUST_00331,Referral,55+,South,5,9897.09,1979.4180000000001,15,12868.41
CUST_00332,Email,45-54,East,3,3403.18,1134.3933333333332,0,4787.21
CUST_00333,Social,45-54,West,2,2113.21,1056.605,62,2279.16
CUST_00334,Paid Search,45-54,East,3,2876.14,958.7133333333333,13,3799.6000000000004
CUST_00335,Email,45-54,East,4,4576.99,1144.2475,26,4825.42
CUST_00336,Social,35-44,West,2,1687.96,843.98,22,1848.2400000000002
CUST_00337,Organic,55+,West,3,4265.42,1421.8066666666666,15,5400.06
CUST_00338,Email,25-34,North,3,2642.52,880.84,18,2177.89
CUST_00339,Referral,18-24,North,4,7591.469999999999,1897.8674999999998,5,15774.779999999999
CUST_00340,Paid Search,45-54,South,3,3317.4,1105.8,13,5767.62
CUST_00341,Paid Search,45-54,West,1,646.9,646.9,90,0.0
CUST_00342,Paid Search,55+,West,3,4107.4800000000005,1369.16,7,2780.62
CUST_00343,Social,25-34,East,2,1935.3899999999999,967.6949999999999,34,1922.17
CUST_00344,Paid Search,35-44,East,1,1064.48,1064.48,90,0.0
CUST_00345,Social,35-44,North,2,1449.66,724.83,20,2455.05
CUST_00346,Paid Search,25-34,East,2,2148.9399999999996,1074.4699999999998,62,5214.5599999999995
CUST_00347,Organic,45-54,North,3,3744.6,1248.2,9,5168.0599999999995
CUST_00348,Social,35-44,East,1,1091.22,1091.22,90,0.0
CUST_00349,Paid Search,45-54,North,2,1826.8200000000002,913.4100000000001,34,6038.33
CUST_00350,Paid Search,35-44,North,3,3358.06,1119.3533333333332,2,4419.05
CUST_00351,Paid Search,25-34,West,3,3101.49,1033.83,22,0.0
CUST_00352,Organic,55+,West,3,3043.4900000000002,1014.4966666666668,43,6667.3099999999995
CUST_00353,Paid Search,35-44,East,2,2537.83,1268.915,59,4830.46
CUST_00354,Email,45-54,East,4,4559.62,1139.905,3,3120.95
CUST_00355,Email,35-44,North,3,3549.4,1183.1333333333334,11,4553.42
CUST_00356,Social,25-34,East,3,3283.3,1094.4333333333334,4,0.0
CUST_00357,Email,55+,East,3,3139.9,1046.6333333333334,14,6340.53
CUST_00358,Email,25-34,East,2,2379.26,1189.63,59,0.0
CUST_00359,Organic,55+,South,3,3767.0200000000004,1255.6733333333334,14,5810.44
