customer_id,acquisition_channel,age_band,region,predicted_clv
CUST_00202,Organic,35-44,North,5249.018
CUST_00203,Organic,45-54,East,4318.649
CUST_00204,Paid Search,18-24,North,3610.079
CUST_00205,Paid Search,35-44,South,3871.4346
CUST_00206,Referral,55+,East,766.8383
CUST_00207,Social,25-34,North,2897.9316
CUST_00208,Email,55+,East,0.0
CUST_00209,Paid Search,45-54,North,4304.2324
CUST_00210,Paid Search,35-44,East,3679.4468
CUST_00211,Organic,55+,South,5127.9673
CUST_00212,Email,55+,North,4439.701
CUST_00213,Organic,25-34,West,5087.908
CUST_00214,Email,55+,South,4585.214
CUST_00215,Organic,18-24,West,5055.2715
CUST_00216,Paid Search,18-24,West,4436.969
CUST_00217,Paid Search,18-24,North,3837.2136
CUST_00218,Organic,25-34,East,4825.5933
CUST_00219,Organic,55+,South,4926.691
CUST_00220,Paid Search,45-54,East,3695.8628
CUST_00221,Email,45-54,East,4345.9087
CUST_00222,Email,18-24,South,4978.223
CUST_00223,Email,35-44,East,4651.9233
CUST_00224,Paid Search,25-34,South,3621.726
CUST_00225,Organic,35-44,West,4100.4414
CUST_00226,Paid Search,25-34,West,4377.685
CUST_00227,Social,25-34,North,2512.1553
CUST_00228,Paid Search,55+,East,3500.642
CUST_00229,Paid Search,35-44,West,3699.43
CUST_00230,Social,35-44,North,2950.5369
CUST_00231,Paid Search,18-24,East,3787.8198
CUST_00232,Social,45-54,West,2060.643
CUST_00233,Paid Search,35-44,North,3787.3638
CUST_00234,Organic,25-34,East,5158.317
CUST_00235,Social,45-54,West,2545.4106
CUST_00236,Organic,18-24,South,4786.7344
CUST_00237,Paid Search,35-44,North,3955.1108
CUST_00238,Paid Search,55+,South,3655.576
CUST_00239,Email,35-44,South,4715.9297
CUST_00240,Email,18-24,East,4510.0664
CUST_00241,Paid Search,25-34,South,3667.3638
CUST_00242,Paid Search,18-24,South,3944.8403
CUST_00243,Email,35-44,West,4229.1133
CUST_00244,Paid Search,25-34,East,3963.9265
CUST_00245,Email,18-24,West,4498.0586
CUST_00246,Paid Search,45-54,East,3505.2285
CUST_00247,Paid Search,18-24,West,3885.6516
CUST_00248,Referral,25-34,North,96.5357
CUST_00249,Email,55+,West,2964.897
CUST_00250,Paid Search,18-24,West,3544.1575
CUST_00251,Email,25-34,North,4352.9194
CUST_00252,Social,25-34,South,433.27747
CUST_00253,Email,35-44,South,4401.959
CUST_00254,Referral,25-34,South,16515.908
CUST_00255,Organic,55+,West,5513.014
CUST_00256,Email,18-24,East,0.0
CUST_00257,Organic,55+,North,3180.7563
CUST_00258,Social,35-44,East,2370.6914
CUST_00259,Paid Search,18-24,West,3917.557
CUST_00260,Email,18-24,South,4696.4043
CUST_00261,Social,18-24,West,2556.1982
CUST_00262,Organic,25-34,East,4613.155
CUST_00263,Email,25-34,West,4701.5386
CUST_00264,Paid Search,45-54,West,3803.886
CUST_00265,Referral,25-34,North,17519.062
CUST_00266,Paid Search,45-54,West,3920.3748
CUST_00267,Social,25-34,North,2818.6904
CUST_00268,Email,25-34,West,4512.2026
CUST_00269,Social,25-34,West,2615.3447
CUST_00270,Organic,25-34,South,5066.213
CUST_00271,Referral,55+,North,12837.483
CUST_00272,Referral,25-34,South,14406.863
CUST_00273,Social,25-34,South,2814.1604
CUST_00274,Social,55+,East,2244.9348
CUST_00275,Organic,45-54,North,4948.938
CUST_00276,Paid Search,18-24,North,4077.7957
CUST_00277,Referral,55+,South,12278.388
CUST_00278,Paid Search,18-24,West,3729.646
CUST_00279,Organic,18-24,South,4990.766
CUST_00280,Referral,35-44,South,16032.055
CUST_00281,Email,45-54,North,0.0
CUST_00282,Paid Search,18-24,South,4014.567
CUST_00283,Paid Search,45-54,South,3772.073
CUST_00284,Social,18-24,South,477.8256
CUST_00285,Paid Search,45-54,South,3814.8477
CUST_00286,Paid Search,18-24,South,3754.8809
CUST_00287,Organic,35-44,East,4824.9224
CUST_00288,Social,45-54,South,2228.1716
CUST_00289,Paid Search,25-34,West,1572.888
CUST_00290,Paid Search,45-54,East,502.19363
CUST_00291,Organic,45-54,East,4270.5586
CUST_00292,Social,45-54,East,2582.5935
CUST_00293,Referral,25-34,West,16116.725
CUST_00294,Paid Search,45-54,South,3865.7068
CUST_00295,Paid Search,45-54,West,3480.6523
CUST_00296,Paid Search,25-34,North,3566.9556
CUST_00297,Social,45-54,North,2344.2744
CUST_00298,Paid Search,55+,West,4376.9365
CUST_00299,Paid Search,55+,West,0.0
CUST_00300,Social,45-54,North,2685.6545
CUST_00301,Organic,45-54,East,4995.6865
CUST_00302,Social,55+,East,2541.4092
CUST_00303,Email,25-34,North,4172.435
CUST_00304,Email,45-54,East,4884.594
CUST_00305,Email,18-24,East,4351.5054
CUST_00306,Paid Search,25-34,East,4236.2104
CUST_00307,Email,55+,East,4063.9072
CUST_00308,Email,25-34,West,4598.92
CUST_00309,Referral,55+,North,3693.937
CUST_00310,Organic,35-44,East,4917.7935
CUST_00311,Organic,25-34,South,199.09398
CUST_00312,Paid Search,18-24,West,4407.125
CUST_00313,Email,35-44,South,3924.6414
CUST_00314,Paid Search,35-44,West,3387.1216
CUST_00315,Email,35-44,East,2502.138
CUST_00316,Paid Search,18-24,North,3661.1165
CUST_00317,Paid Search,25-34,West,4254.158
CUST_00318,Social,18-24,North,2525.6704
CUST_00319,Email,25-34,South,4718.008
CUST_00320,Organic,55+,South,5138.6587
CUST_00321,Paid Search,18-24,East,4317.859
CUST_00322,Paid Search,45-54,South,3795.6697
CUST_00323,Email,18-24,East,3381.4497
CUST_00324,Paid Search,35-44,East,3623.176
CUST_00325,Paid Search,55+,North,4183.9375
CUST_00326,Organic,25-34,North,4893.7217
CUST_00327,Paid Search,18-24,South,4004.8416
CUST_00328,Paid Search,35-44,North,478.01694
CUST_00329,Referral,25-34,West,15361.107
CUST_00330,Email,55+,South,4663.048
CUST_00331,Referral,55+,South,16062.809
CUST_00332,Email,45-54,East,4504.1646
CUST_00333,Social,45-54,West,2255.7783
CUST_00334,Paid Search,45-54,East,3946.1936
CUST_00335,Email,45-54,East,4630.1562
CUST_00336,Social,35-44,West,2527.9421
CUST_00337,Organic,55+,West,5203.757
CUST_00338,Email,25-34,North,4338.773
CUST_00339,Referral,18-24,North,13441.354
CUST_00340,Paid Search,45-54,South,3896.3425
CUST_00341,Paid Search,45-54,West,100.68141
CUST_00342,Paid Search,55+,West,3473.5063
CUST_00343,Social,25-34,East,2902.0906
CUST_00344,Paid Search,35-44,East,171.89252
CUST_00345,Social,35-44,North,2577.5925
CUST_00346,Paid Search,25-34,East,2589.0813
CUST_00347,Organic,45-54,North,4881.8623
CUST_00348,Social,35-44,East,408.6338
CUST_00349,Paid Search,45-54,North,4041.334
CUST_00350,Paid Search,35-44,North,3694.2507
CUST_00351,Paid Search,25-34,West,3876.441
CUST_00352,Organic,55+,West,4862.6
CUST_00353,Paid Search,35-44,East,2780.088
CUST_00354,Email,45-54,East,4425.8516
CUST_00355,Email,35-44,North,4542.3423
CUST_00356,Social,25-34,East,2447.9373
CUST_00357,Email,55+,East,4552.569
CUST_00358,Email,25-34,East,1621.368
CUST_00359,Organic,55+,South,4919.0522
CUST_00360,Paid Search,35-44,South,3702.7263
CUST_00361,Social,18-24,West,2630.2266
CUST_00362,Paid Search,18-24,South,4111.55
CUST_00363,Email,55+,West,0.0
CUST_00364,Organic,35-44,West,5271.0957
CUST_00365,Social,25-34,West,2892.0386
CUST_00366,Social,55+,East,2494.684
CUST_00367,Paid Search,45-54,North,3574.578
CUST_00368,Email,45-54,North,4339.9375
CUST_00369,Email,45-54,East,4664.5024
CUST_00370,Email,18-24,South,4650.9976
CUST_00371,Email,18-24,North,4599.2793
CUST_00372,Paid Search,45-54,West,3988.0317
CUST_00373,Paid Search,18-24,West,2940.1714
CUST_00374,Paid Search,45-54,South,3871.425
CUST_00375,Email,18-24,East,0.0
CUST_00376,Paid Search,25-34,South,4165.5576
CUST_00377,Organic,45-54,South,280.5328
CUST_00378,Referral,45-54,East,10017.551
CUST_00379,Paid Search,45-54,South,3784.5742
CUST_00380,Social,45-54,West,609.9214
CUST_00381,Social,18-24,North,2610.7551
CUST_00382,Paid Search,55+,East,3480.0676
CUST_00383,Paid Search,25-34,West,3820.1409
CUST_00384,Paid Search,18-24,West,3517.9224
CUST_00385,Paid Search,55+,North,366.75745
CUST_00386,Social,18-24,North,2714.9539
CUST_00387,Organic,35-44,East,0.0
CUST_00388,Paid Search,35-44,West,3684.0005
CUST_00389,Social,45-54,West,2739.4832
CUST_00390,Paid Search,18-24,West,3936.389
CUST_00391,Referral,18-24,North,14357.593
CUST_00392,Social,35-44,East,408.6338
CUST_00393,Email,35-44,East,4577.737
CUST_00394,Paid Search,45-54,East,3591.45
CUST_00395,Referral,45-54,West,11993.919
CUST_00396,Organic,18-24,North,5453.578
CUST_00397,Paid Search,55+,South,4437.249
CUST_00398,Paid Search,35-44,South,3399.0037
CUST_00399,Paid Search,55+,West,3724.4827
CUST_00400,Referral,55+,North,629.0219
CUST_00401,Referral,18-24,South,16324.957
CUST_00402,Social,35-44,North,2527.468
CUST_00403,Social,35-44,North,2126.7747
CUST_00404,Organic,35-44,West,5061.596
CUST_00405,Social,25-34,West,364.22433
CUST_00406,Paid Search,35-44,South,3528.2124
CUST_00407,Referral,35-44,East,0.0
CUST_00408,Paid Search,18-24,East,3680.376
CUST_00409,Paid Search,25-34,West,0.0
CUST_00410,Organic,18-24,South,3802.2217
CUST_00411,Social,55+,West,2739.2969
CUST_00412,Organic,45-54,South,4557.553
CUST_00413,Email,25-34,East,0.0
CUST_00414,Email,25-34,South,3718.0847
CUST_00415,Email,18-24,East,4644.104
CUST_00416,Paid Search,25-34,South,231.1511
CUST_00417,Paid Search,55+,West,3631.6611
CUST_00418,Email,18-24,East,4663.2812
CUST_00419,Paid Search,18-24,South,3782.621
CUST_00420,Organic,55+,West,3802.9556
CUST_00421,Paid Search,35-44,East,3656.044
CUST_00422,Paid Search,18-24,South,3787.2795
CUST_00423,Social,35-44,North,2394.4836
CUST_00424,Paid Search,45-54,West,4134.7573
CUST_00425,Organic,25-34,West,4798.5933
CUST_00426,Social,25-34,East,2530.8474
CUST_00427,Paid Search,45-54,West,4028.8342
CUST_00428,Social,35-44,East,2408.6558
CUST_00429,Referral,55+,North,10367.815
CUST_00430,Social,25-34,North,659.9447
CUST_00431,Social,25-34,North,2442.6956
CUST_00432,Social,18-24,North,2537.7795
CUST_00433,Referral,45-54,East,1798.2203
CUST_00434,Paid Search,35-44,West,3867.831
CUST_00435,Social,25-34,North,2237.3687
CUST_00436,Organic,45-54,East,0.0
CUST_00437,Referral,25-34,North,16223.57
CUST_00438,Social,18-24,South,2660.381
CUST_00439,Email,35-44,West,4460.3403
CUST_00440,Social,35-44,West,2650.504
CUST_00441,Organic,35-44,West,4327.2407
CUST_00442,Paid Search,35-44,South,3869.6938
CUST_00443,Paid Search,55+,West,3827.7417
CUST_00444,Email,25-34,West,0.0
CUST_00445,Email,25-34,South,4735.1147
CUST_00446,Referral,35-44,South,6538.297
CUST_00447,Paid Search,18-24,North,3735.303
CUST_00448,Email,18-24,West,4644.104
CUST_00449,Referral,35-44,North,19514.256
CUST_00450,Referral,35-44,South,12444.08
CUST_00451,Social,45-54,South,2798.4656
CUST_00452,Social,18-24,North,2608.7998
CUST_00453,Referral,55+,West,15164.175
CUST_00454,Social,35-44,East,2950.5369
CUST_00455,Referral,18-24,North,10180.227
CUST_00456,Email,25-34,North,3325.767
CUST_00457,Referral,25-34,North,0.0
CUST_00458,Paid Search,35-44,West,0.0
CUST_00459,Paid Search,35-44,South,3606.1091
CUST_00460,Email,35-44,East,4632.4136
CUST_00461,Organic,35-44,North,5052.2646
CUST_00462,Social,55+,North,2870.507
CUST_00463,Paid Search,55+,East,0.0
CUST_00464,Referral,35-44,North,0.0
CUST_00465,Paid Search,55+,East,4026.5842
CUST_00466,Social,55+,West,335.01456
CUST_00467,Social,55+,South,2979.2708
CUST_00468,Referral,25-34,East,14329.166
CUST_00469,Referral,35-44,West,14104.725
CUST_00470,Paid Search,25-34,West,3835.0266
CUST_00471,Email,18-24,North,4782.9727
CUST_00472,Organic,18-24,North,3926.8735
CUST_00473,Social,45-54,West,2588.578
CUST_00474,Email,35-44,West,4577.737
CUST_00475,Email,55+,South,4626.3193
CUST_00476,Paid Search,45-54,East,3983.4631
CUST_00477,Paid Search,18-24,East,3640.321
CUST_00478,Paid Search,55+,East,3517.9514
CUST_00479,Email,35-44,West,4324.808
CUST_00480,Organic,35-44,South,4749.881
CUST_00481,Email,55+,West,4632.9927
CUST_00482,Paid Search,45-54,North,3731.8628
CUST_00483,Paid Search,18-24,North,3628.354
CUST_00484,Paid Search,18-24,West,3148.0586
CUST_00485,Social,35-44,North,2813.67
CUST_00486,Email,18-24,West,3576.9736
CUST_00487,Social,18-24,South,1882.3809
CUST_00488,Social,45-54,South,2411.135
CUST_00489,Paid Search,18-24,North,3696.6897
CUST_00490,Referral,18-24,West,13346.294
CUST_00491,Organic,35-44,South,4894.463
CUST_00492,Email,18-24,North,4503.34
CUST_00493,Paid Search,25-34,South,3958.957
CUST_00494,Organic,55+,North,5150.1025
CUST_00495,Organic,45-54,West,5520.7856
CUST_00496,Email,55+,North,4591.466
CUST_00497,Referral,25-34,South,14871.021
CUST_00498,Paid Search,45-54,South,4221.577
CUST_00499,Social,25-34,North,2267.5251
CUST_00500,Email,25-34,North,4497.207
CUST_00501,Paid Search,18-24,East,3681.784
CUST_00502,Social,55+,South,1709.8629
CUST_00503,Organic,18-24,North,5008.8003
CUST_00504,Social,25-34,North,2674.1692
CUST_00505,Paid Search,35-44,West,3281.7905
CUST_00506,Paid Search,35-44,East,3813.1543
CUST_00507,Organic,25-34,East,5042.9165
CUST_00508,Organic,25-34,West,4930.566
CUST_00509,Email,25-34,North,4735.5786
CUST_00510,Referral,55+,East,20290.775
CUST_00511,Email,35-44,West,4839.9307
CUST_00512,Email,55+,North,4474.6406
CUST_00513,Paid Search,55+,East,3719.726
CUST_00514,Paid Search,45-54,West,3717.0344
CUST_00515,Paid Search,55+,East,3829.9534
CUST_00516,Social,18-24,North,2490.8938
CUST_00517,Paid Search,55+,East,3742.8699
CUST_00518,Paid Search,35-44,West,0.0
CUST_00519,Email,45-54,North,3574.048
CUST_00520,Paid Search,25-34,East,3785.352
CUST_00521,Paid Search,18-24,East,4447.6094
CUST_00522,Referral,55+,South,13150.788
CUST_00523,Email,35-44,North,4491.274
CUST_00524,Referral,18-24,North,14362.735
CUST_00525,Organic,45-54,West,4783.492
CUST_00526,Paid Search,18-24,West,3013.9426
CUST_00527,Organic,35-44,South,5341.2563
CUST_00528,Organic,45-54,West,5726.5522
CUST_00529,Social,45-54,West,1929.6266
CUST_00530,Referral,35-44,East,11832.662
CUST_00531,Referral,25-34,East,1153.2177
CUST_00532,Referral,55+,West,7635.054
CUST_00533,Social,18-24,East,401.87048
CUST_00534,Paid Search,18-24,West,3724.8372
CUST_00535,Organic,18-24,West,4985.8076
CUST_00536,Referral,55+,North,12484.469
CUST_00537,Social,35-44,East,2901.7048
CUST_00538,Email,18-24,East,4336.802
CUST_00539,Paid Search,18-24,West,3476.2805
CUST_00540,Email,18-24,South,1721.6152
CUST_00541,Email,55+,West,5836.401
CUST_00542,Email,35-44,South,3384.2544
CUST_00543,Paid Search,18-24,South,3769.8848
CUST_00544,Paid Search,25-34,North,3857.6216
CUST_00545,Email,45-54,South,4580.806
CUST_00546,Email,35-44,West,4382.0273
CUST_00547,Organic,55+,East,4637.0283
CUST_00548,Paid Search,18-24,East,3798.2646
CUST_00549,Paid Search,18-24,West,3706.8596
CUST_00550,Paid Search,18-24,South,3915.0974
CUST_00551,Email,25-34,East,3364.19
CUST_00552,Email,45-54,South,955.19336
CUST_00553,Referral,45-54,West,3118.5396
CUST_00554,Organic,25-34,South,4925.325
CUST_00555,Paid Search,45-54,West,3101.3533
CUST_00556,Social,45-54,East,2464.4968
CUST_00557,Paid Search,18-24,West,3917.5168
CUST_00558,Paid Search,45-54,West,3764.4053
CUST_00559,Email,35-44,West,4382.0273
CUST_00560,Paid Search,18-24,South,3669.1628
CUST_00561,Referral,25-34,East,0.0
CUST_00562,Social,45-54,South,2571.519
CUST_00563,Social,45-54,North,2392.1074
CUST_00564,Email,25-34,East,4541.526
CUST_00565,Referral,45-54,South,15337.826
CUST_00566,Email,25-34,South,4639.5913
CUST_00567,Paid Search,35-44,North,3682.767
CUST_00568,Paid Search,18-24,East,4274.916
CUST_00569,Social,55+,East,2612.6262
CUST_00570,Organic,55+,North,2794.6257
CUST_00571,Paid Search,18-24,East,3557.7397
CUST_00572,Referral,35-44,North,15574.913
CUST_00573,Social,45-54,North,776.29767
CUST_00574,Social,35-44,South,2558.8835
CUST_00575,Email,25-34,South,4735.1147
CUST_00576,Referral,55+,West,14869.501
CUST_00577,Social,25-34,North,2372.3127
CUST_00578,Organic,25-34,South,5276.3184
CUST_00579,Paid Search,25-34,East,204.89665
CUST_00580,Organic,55+,North,4847.727
CUST_00581,Paid Search,35-44,West,3657.712
CUST_00582,Social,45-54,East,2853.3
CUST_00583,Paid Search,55+,West,0.0
CUST_00584,Paid Search,55+,West,3651.9534
CUST_00585,Paid Search,55+,North,3971.2961
CUST_00586,Email,55+,South,4585.214
CUST_00587,Paid Search,55+,East,3630.8142
CUST_00588,Paid Search,55+,North,3571.5117
CUST_00589,Email,45-54,South,4782.805
CUST_00590,Email,18-24,East,3421.1265
CUST_00591,Social,18-24,West,422.52924
CUST_00592,Organic,45-54,South,5224.603
CUST_00593,Social,25-34,West,1643.6172
CUST_00594,Paid Search,55+,East,3900.3296
CUST_00595,Paid Search,55+,North,3735.8086
CUST_00596,Organic,45-54,South,2186.019
CUST_00597,Paid Search,45-54,West,3421.148
CUST_00598,Email,25-34,North,4448.1226
CUST_00599,Organic,35-44,North,4810.268
CUST_00600,Organic,55+,South,4945.8687
CUST_00601,Email,55+,West,4568.7476
CUST_00602,Social,25-34,East,2400.4604
CUST_00603,Email,55+,North,4631.379
CUST_00604,Social,35-44,South,2068.428
CUST_00605,Paid Search,55+,West,3755.5967
CUST_00606,Paid Search,35-44,North,3881.263
CUST_00607,Referral,45-54,East,13903.147
CUST_00608,Paid Search,18-24,South,4037.0654
CUST_00609,Social,25-34,West,2511.0144
CUST_00610,Email,45-54,West,4469.5107
CUST_00611,Organic,55+,West,336.6401
CUST_00612,Social,18-24,North,2736.4963
CUST_00613,Email,18-24,South,4693.147
CUST_00614,Social,45-54,East,2694.3281
CUST_00615,Paid Search,35-44,South,3712.176
